path,top_level,required_area,role,extension,file_name,size_bytes,line_count,git_blob_sha,index_control_note,action_decision
asbp/planning_logic.py,asbp,asbp,Runtime module,.py,planning_logic.py,23069,743,7f3056182f5593010725afc50bb3a0a6f2d25aee,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/profile_source_model.py,asbp,asbp,Runtime/source contract model,.py,profile_source_model.py,4494,126,a23fec05c810945f092656a0e01756698d5fb94e,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/profile_source_store.py,asbp,asbp,Store/loader/persistence boundary,.py,profile_source_store.py,2657,70,b8e0f184f38cb739bf950683180b8aa34d2e98e9,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/prompt_contract_logic.py,asbp,asbp,Runtime module,.py,prompt_contract_logic.py,1732,52,da0306b95c21905f4f50b8aef02081fadbf8062c,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/renderer_output.py,asbp,asbp,Runtime module,.py,renderer_output.py,8815,234,b4866355525ecb68669e0d81f81d08d29d8eb5b4,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/renderer_output_model.py,asbp,asbp,Runtime/source contract model,.py,renderer_output_model.py,7982,188,ae2b930d81254a603a62290a03b92d41b3c17d49,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/renderer_output_store.py,asbp,asbp,Store/loader/persistence boundary,.py,renderer_output_store.py,1830,71,4a5c72abb7ff02669cddf6dac54ead038da69f94,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/__init__.py,asbp,asbp,Runtime module,.py,__init__.py,8896,232,afd2ad68eac3721dee5f20ce9230365962a32fb2,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/boundary.py,asbp,asbp,Runtime module,.py,boundary.py,9599,261,97464f199275e4ba4eff251fbb4ffe6884b690d1,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/calendar_planning.py,asbp,asbp,Runtime module,.py,calendar_planning.py,21677,633,7678d0cfd8d65d1de5a835d1934079b5f1cf7387,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/identity.py,asbp,asbp,Runtime module,.py,identity.py,17598,505,3ca2d2ec5fb510797e8164f2e069c31f3cdc1705,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/retrieval_boundary.py,asbp,asbp,Runtime module,.py,retrieval_boundary.py,12367,206,1812c158d0383085af3fc8c1ae498ca9ecee76f6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/resolver_registry/source_compilation.py,asbp,asbp,Runtime module,.py,source_compilation.py,22570,639,b7c8355a042b467ee50491a89bb3476d41034249,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/retrieval/__init__.py,asbp,asbp,Runtime module,.py,__init__.py,843,24,3416a6d0f0ea4b075515487499d1dc4f0667be9a,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/retrieval/contracts.py,asbp,asbp,Runtime module,.py,contracts.py,5688,171,b0991ea815c84c72512e22f8bbd758d5d7810ab6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/retry_decision_helpers.py,asbp,asbp,Runtime module,.py,retry_decision_helpers.py,2351,80,a4c35935f132bf409a87038d1d0993ccacf72dc6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/retry_fail_logic.py,asbp,asbp,Runtime module,.py,retry_fail_logic.py,2105,59,eca47dd5c84cc0da38a3e950dab01080527938c1,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/__init__.py,asbp,asbp,Runtime module,.py,__init__.py,2429,65,ce71379892d8f9500fcae68ef6087cc520dfe243,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/boundary.py,asbp,asbp,Runtime module,.py,boundary.py,219,5,1ef887718b38dedf8b0fcfa4284f6f1c7f8ffbfb,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/contracts.py,asbp,asbp,Runtime module,.py,contracts.py,1080,39,420e751fc39ce7098b20b5691e7063c9bd1d8495,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/control.py,asbp,asbp,Runtime module,.py,control.py,227,5,786f65631f0d6e010f4d4063c1035ebc2dcc8809,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/generation.py,asbp,asbp,Runtime module,.py,generation.py,230,5,7bb38a43f524b85c9b977f78b6e548efd88475a4,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/handoff.py,asbp,asbp,Runtime module,.py,handoff.py,203,5,e370cc7142dc60ca9ec0b6f9caa6f33eb6ca27d8,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_acceptance.py,asbp,asbp,Runtime module,.py,output_acceptance.py,239,5,9ea431bf5e1c5a62cf58dbb7725d99e5506e43b6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_contract.py,asbp,asbp,Runtime module,.py,output_contract.py,211,5,63a443cf3a609c1b293d2458c44f6f757d876fba,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_mapping.py,asbp,asbp,Runtime module,.py,output_mapping.py,223,5,ba95e9d5f2b3519dbe88bef3b60bb5b56f249413,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_retry.py,asbp,asbp,Runtime module,.py,output_retry.py,209,5,e7e9537061c70d436624b021fc971c98343db4a6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_target.py,asbp,asbp,Runtime module,.py,output_target.py,219,5,192d271806a68cb77a1376a9f97f4e9c9dd36f92,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/output_validation.py,asbp,asbp,Runtime module,.py,output_validation.py,301,11,9ddce7ab64a89b39196c19347becc55949b40957,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/prompt_contract.py,asbp,asbp,Runtime module,.py,prompt_contract.py,215,5,ca560f806f78d59af4bf0dbebeecf5232280cfc1,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime/retry_fail.py,asbp,asbp,Runtime module,.py,retry_fail.py,226,5,a5cc8fba0f823eb2685e079c4c9b0e341347069b,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime_boundary_logic.py,asbp,asbp,Runtime module,.py,runtime_boundary_logic.py,2278,60,2c0e61da35856ec95df80a058d3b65aae34909b6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime_control_logic.py,asbp,asbp,Runtime module,.py,runtime_control_logic.py,2806,78,b54bb0279024a0cfa2e1a48d2e20285946d5a018,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime_handoff_logic.py,asbp,asbp,Runtime module,.py,runtime_handoff_logic.py,1949,54,a31cbe39b063cb96fd07a0418739f79685093227,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/runtime_surface_helpers.py,asbp,asbp,Runtime module,.py,runtime_surface_helpers.py,4162,119,0e83ef679fa6c128c55c06fc973b445e16fd51ca,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/services/__init__.py,asbp,asbp,Runtime module,.py,__init__.py,206,5,40d71bf7672a1a6d73a8ba5ae948a9c753c86071,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/services/orchestration.py,asbp,asbp,Runtime module,.py,orchestration.py,140,3,bd3fbead364a5d5996cc734c0f75cb33ad8e73df,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/source_library_baseline_model.py,asbp,asbp,Runtime/source contract model,.py,source_library_baseline_model.py,2724,89,441589b3bdbf05a6ac7c5e3acdbf3106ca805028,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/source_library_baseline_store.py,asbp,asbp,Store/loader/persistence boundary,.py,source_library_baseline_store.py,5431,171,776bf7a83db03adf04b0f22b1ebf114014dea8c5,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/source_of_work_logic.py,asbp,asbp,Runtime module,.py,source_of_work_logic.py,906,28,5b0f2b7edcebd93c06e39ed933a6ea1767f371af,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/stage_commit_compatibility.py,asbp,asbp,Runtime module,.py,stage_commit_compatibility.py,9460,270,f8469281238103ad1f41e10050235b4b067c2f8a,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/stage_commit_compatibility_model.py,asbp,asbp,Runtime/source contract model,.py,stage_commit_compatibility_model.py,2124,70,445507a2be1af8920017a1d097c9e1bcbe63cfca,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_applicability_model.py,asbp,asbp,Runtime/source contract model,.py,standards_applicability_model.py,12756,370,1c0f7cf9d857f43eb6fd10de4a786c5598871061,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_backed_output.py,asbp,asbp,Runtime module,.py,standards_backed_output.py,11015,266,f168040628eb90d51a09c21ea9aec0c7c2d428b6,Python implementation module.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_backed_output_model.py,asbp,asbp,Runtime/source contract model,.py,standards_backed_output_model.py,14712,347,fa19222c5b49687cdbd5d8144807f7f6bfdbe388,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_backed_output_store.py,asbp,asbp,Store/loader/persistence boundary,.py,standards_backed_output_store.py,2687,84,05742c8fad3feeb664364440107467f329606bba,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_bundle_binding_model.py,asbp,asbp,Runtime/source contract model,.py,standards_bundle_binding_model.py,10776,293,64094c64a27f7cd611f3f1245da634ae0f12cb9f,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_bundle_binding_store.py,asbp,asbp,Store/loader/persistence boundary,.py,standards_bundle_binding_store.py,3308,114,f6eed0e0015a62e9dd75ca6c47fc10f956d8e581,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_citation_model.py,asbp,asbp,Runtime/source contract model,.py,standards_citation_model.py,16002,419,261a1bf12ea9e4b4fa79e7d36b885c6cf975eaed,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_document_applicability_model.py,asbp,asbp,Runtime/source contract model,.py,standards_document_applicability_model.py,16801,421,dd031915b5e8e79598b02d9c9ed3137311ab9620,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_document_applicability_store.py,asbp,asbp,Store/loader/persistence boundary,.py,standards_document_applicability_store.py,4390,143,50d9910ea5ff5f6911f73d4f3b1a9a48253972dd,"Python store, loader, persistence, or source-access boundary.","Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_intake_model.py,asbp,asbp,Runtime/source contract model,.py,standards_intake_model.py,16661,443,31fc3d5ddd0bf1240c90a95bad56fb3475af8efb,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
asbp/standards_output_limitation_model.py,asbp,asbp,Runtime/source contract model,.py,standards_output_limitation_model.py,12953,332,6081c525484606ca3a9e3a63b16addd555cef09e,Python model or contract implementation.,"Index only — no cleanup, deletion, archive, move, rename, promotion, or canonicalization."
